1,767397907473502208,2016-08-21 16:28:13.000000,HillaryClinton,"If you were president, how would you spend $4 billion?  (One guess as to Trump's answer: https://t.co/9wj6zlbB7j)",positive
2,767366136824467456,2016-08-21 14:21:58.000000,HillaryClinton,There is so much more that unites us than divides us. That's why we're the greatest country on Earth. https://t.co/6uZVP0tjK9,positive
3,767354949613346816,2016-08-21 13:37:31.000000,HillaryClinton,This lifelong Republican wrote a letter to his daughter about why he's voting for Hillary this November: https://t.co/iqmnZaR7xN,positive
4,767183928344059904,2016-08-21 02:17:56.000000,HillaryClinton,"It's too late now to say sorry, Donald. https://t.co/TWj7QwEfVh",negative
5,767134737257332737,2016-08-20 23:02:28.000000,HillaryClinton,"If you dream it, you should be able to build it. https://t.co/uArcPunfFy https://t.co/qKg0MOHVBv",positive
6,767123506148630528,2016-08-20 22:17:50.000000,HillaryClinton,This choice is pretty straightforward. https://t.co/8D3Og1UM14 https://t.co/1pbwefsVLy,neutral
7,767104881253548034,2016-08-20 21:03:50.000000,HillaryClinton,Donald Trump has shown us who he is. We should believe him. https://t.co/TWj7QwEfVh,neutral
8,767077465797918723,2016-08-20 19:14:54.000000,HillaryClinton,Trump’s tax plan could give his own family a $4 billion tax break. Here's what we could do with that money instead: https://t.co/89rNgjYcGk,positive
9,767069710903115778,2016-08-20 18:44:05.000000,HillaryClinton,"RT @Deadspin: ""We don't win anymore."" https://t.co/opLEssKAxA",negative
10,767046604041912320,2016-08-20 17:12:16.000000,HillaryClinton,Let's send Donald Trump a message in November: We're not going back. https://t.co/85ovKr3y2x,positive
11,767007582556786688,2016-08-20 14:37:12.000000,HillaryClinton,"""I don't regret anything."" —Donald Trump, August 2, 2016https://t.co/TWj7QwVQMP",positive
12,766999021537878016,2016-08-20 14:03:11.000000,HillaryClinton,"This week, Donald Trump suddenly tried to claim that he has some ""regrets."" About that... https://t.co/6Igq6bOIZG",neutral
13,766818291344113664,2016-08-20 02:05:02.000000,HillaryClinton,Trump says he hires the best people. This is what he means: https://t.co/FvCVcmLLCY,neutral
14,766783120167280640,2016-08-19 23:45:16.000000,HillaryClinton,RT @MarlonDMarshall: Trump painting the entire African American community as living in poverty with no jobs shows he's completely out of to…,negative
15,766783055721852936,2016-08-19 23:45:01.000000,HillaryClinton,"RT @MarlonDMarshall: Trump questions the citizenship of the first black president, courts white supremacists, and has been sued for housing…",negative
16,766783004379348996,2016-08-19 23:44:49.000000,HillaryClinton,RT @MarlonDMarshall: Donald Trump asks what the African American community has to lose by voting for him. The answer: everything.,negative
17,766780569887834113,2016-08-19 23:35:08.000000,HillaryClinton,RT @mayaharris_: There are no words.  https://t.co/xTSh2R1v6M,negative
18,766776538679443456,2016-08-19 23:19:07.000000,HillaryClinton,This is so ignorant it’s staggering. https://t.co/t2fZl9sqKs,negative
19,766757098592079872,2016-08-19 22:01:52.000000,HillaryClinton,"When the IOC introduced women's wrestling in 2004, @Helen_Maroulis dreamed of gold. Yesterday that dream came true. https://t.co/ZvyuQYK36v",positive
20,766749220590219265,2016-08-19 21:30:34.000000,HillaryClinton,"RT @rosenbergerlm: When bombs rain down, they rush in. Inspired by the White Helmets &amp; others helping those in need worldwide.  #WHD https:…",positive
21,766741559278698496,2016-08-19 21:00:07.000000,HillaryClinton,So who exactly is advising Trump on foreign policy? https://t.co/OVMdxGT736,negative
22,766730585087893505,2016-08-19 20:16:31.000000,HillaryClinton,Today is @BillClinton's birthday! It's not too late to sign his card here: https://t.co/30Uxor2066,positive
23,766708716263526400,2016-08-19 18:49:37.000000,HillaryClinton,Why do Trump and Putin keep saying all the same things? (Hint: It's not Manafort.)https://t.co/OVMdxHaHUE,neutral
24,766679583890497536,2016-08-19 16:53:51.000000,HillaryClinton,"The flooding in Louisiana is worse than anyone expected, and they need our support. Here's how you can help: https://t.co/nihT10OvRk",negative
25,766648426801029125,2016-08-19 14:50:03.000000,HillaryClinton,"RT @MaddowBlog: Clinton and Trump are confirmed to participate in a ""Commander-in-chief"" forum with @IAVA on @MSNBC September 7th https://t…",neutral
26,766642051844800512,2016-08-19 14:24:43.000000,HillaryClinton,"45 years later, I couldn’t be happier to have you by my side. Happy birthday, Bill! -H https://t.co/KDhgLsNr7K",positive
27,766447454057295872,2016-08-19 01:31:27.000000,HillaryClinton,Priorities. https://t.co/vcpYClUtxw https://t.co/H9ULZ9f9Hg,positive
28,766439543281156096,2016-08-19 01:00:01.000000,HillaryClinton,RT @AndraDayMusic: I was honored to be a part of history at the DNC. Hillary Clinton is an inspiration for women everywhere.https://t.co/E…,positive
29,766428172615290880,2016-08-19 00:14:50.000000,HillaryClinton,RT @mayaharris_: Hillary’s college plan will bring about a long-awaited transformation of higher education in America. Here's how: https://…,positive
30,766423274226085892,2016-08-18 23:55:22.000000,HillaryClinton,"RT @sarajacobs89: News from Miami Beach highlighting urgency of the Zika crisis, a public health emergency. Congress needs to act now. http…",negative
31,766413193216401408,2016-08-18 23:15:19.000000,HillaryClinton,"Congrats to @usatf's @Bri_Rollin, @ItsPooda, and @KristiHollywood on their historic podium sweep last night. https://t.co/K0vkob8BOc",positive
32,766403410090483712,2016-08-18 22:36:26.000000,HillaryClinton,Glad to see that the Justice Department is ending the use of private prisons. This is the right step forward. -H https://t.co/5IxHvGULtR,positive
33,766392618712461312,2016-08-18 21:53:33.000000,HillaryClinton,"RT @meredeetch: Even after the 19th was ratified, women of color battled to get to vote. #RosanellEaton had to take a literacy test. https:…",negative
34,766385768516419584,2016-08-18 21:26:20.000000,HillaryClinton,Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0. https://t.co/iEjXi24GGR,negative
35,766353681885212672,2016-08-18 19:18:50.000000,HillaryClinton,"Donald Trump promised to release his tax returns if he ran for office. Now? ""It's none of your business.""https://t.co/ihL7TlW0Xh",negative
36,766340692071383040,2016-08-18 18:27:13.000000,HillaryClinton,RT @timkaine: Hillary's first job was fighting for social justice at @ChildDefender—it's one of the things I admire most about her https://…,positive
37,766333101203197953,2016-08-18 17:57:03.000000,HillaryClinton,"""@Wired sees only one person running for president who can do the job: Hillary Clinton."" https://t.co/SQ7hsOaHyl",positive
38,766317555631861760,2016-08-18 16:55:17.000000,HillaryClinton,Don't waste it. Make sure you're registered to vote: https://t.co/tTgeqy51PU https://t.co/XA0iPATVmR,neutral
39,766302658592399360,2016-08-18 15:56:05.000000,HillaryClinton,Donald Trump's plan: a multi-billion dollar tax cut for himself and the wealthiest Americans https://t.co/he2KkNcaMm,neutral
40,766289045144109056,2016-08-18 15:01:59.000000,HillaryClinton,"We know that giving millionaires huge tax breaks doesn't help our economy. So why would we try it again, Donald? https://t.co/Js7FhLOZxW",negative
41,766258549634785280,2016-08-18 13:00:49.000000,HillaryClinton,"Does Trump actually pay his fair share in taxes? Until he releases his tax returns, voters won't know for sure. https://t.co/UrZYsUo712",neutral
42,766244071975387136,2016-08-18 12:03:17.000000,HillaryClinton,RT @WIRED: .@HillaryClinton is the best choice for president of the United States: https://t.co/PhRr4uzByZ https://t.co/9884WcdFhP,positive
43,766091955898023936,2016-08-18 01:58:50.000000,HillaryClinton,"At the 1988 Olympic games, Jackie Joyner-Kersee became the first woman to win gold in the long jump for @TeamUSA. https://t.co/SM21RY7QWn",positive
44,766077240438382597,2016-08-18 01:00:21.000000,HillaryClinton,Let’s make sure it does on Election Day → https://t.co/iWKBOE1i18 https://t.co/41ebkLl4pb,neutral
45,766065224717918208,2016-08-18 00:12:37.000000,HillaryClinton,"Trump is running a cynical campaign of hate and fear, and he's got a new campaign chief to match. https://t.co/wSgKlxxebU",negative
46,766049361021300737,2016-08-17 23:09:34.000000,HillaryClinton,"Donald Trump just hired the head of an extreme, right-wing ""news"" organization to run his campaign. https://t.co/tswSCdkiBy",neutral
47,766020053464707073,2016-08-17 21:13:07.000000,HillaryClinton,We can't let @realDonaldTrump become our next president. https://t.co/1zdOOMfync https://t.co/ZvUEIBDGMa,negative
48,766003719213314048,2016-08-17 20:08:12.000000,HillaryClinton,Trump boasts the support of some of the most extreme voices in politics. Now one of them runs his campaign: https://t.co/A6h02WDYfd,neutral
49,765994423276736513,2016-08-17 19:31:16.000000,HillaryClinton,RT @HFA: Hillary has concrete plans to help America succeed.Trump would...build a wall. https://t.co/9s8GSxmXdf https://t.co/UDnxd5Gh8z,positive
50,765981557790244864,2016-08-17 18:40:09.000000,HillaryClinton,"With just 83 days until Election Day, Trump hired one of the most extreme right-wing voices to run his campaign. https://t.co/geausYW6oD",neutral
51,765975309493669888,2016-08-17 18:15:19.000000,HillaryClinton,"RT @TheBriefing2016: Trump’s new campaign chief is also the guy responsible for running this fringe ""news"" site: https://t.co/dH5lUyybYf",negative
52,765969781916860416,2016-08-17 17:53:21.000000,HillaryClinton,"Donald Trump is still the same man who insults Gold Star families, demeans women, and mocks people with disabilities.",negative
53,765969414554542080,2016-08-17 17:51:54.000000,HillaryClinton,The Trump Loophole would let millionaires cut their tax rates in half and do nothing for 99.8% of Americans. https://t.co/xmbflUy84w,negative
54,765968579451904000,2016-08-17 17:48:35.000000,HillaryClinton,The choice on jobs in this election (it’s not a hard one). https://t.co/C6X7yq9CQB https://t.co/nv4lJmUdsK,neutral
55,765966433692123136,2016-08-17 17:40:03.000000,HillaryClinton,"If you do your job, you’re supposed to be rewarded for your work, not stiffed. https://t.co/un2YiRLEYF",positive
56,765965494998462464,2016-08-17 17:36:19.000000,HillaryClinton,"We’ve got to get the economy working for everybody, not just those at the top. Too many families are feeling financial stress.",negative
57,765965080974487552,2016-08-17 17:34:40.000000,HillaryClinton,Watch live: Hillary’s speaking in Cleveland about building an economy that works for everyone → https://t.co/EsqAmcnrnC,positive
58,765898264709304320,2016-08-17 13:09:10.000000,HillaryClinton,One candidate would help millions of hardworking Americans. The other would only help those at the top. https://t.co/qlnXNZiZmh,neutral
59,765744781129547777,2016-08-17 02:59:17.000000,HillaryClinton,"Today, @Simone_Biles landed a spot in history as the first woman from @USAGym to win 4 golds. Well done, Simone! https://t.co/WldxYrC2ep",positive
60,765726870080020481,2016-08-17 01:48:07.000000,HillaryClinton,"If you were born between 1980 and 2002, Hillary has big plans to help you. https://t.co/4XCf0d3j7R",positive
61,765684563368706048,2016-08-16 23:00:00.000000,HillaryClinton,"Trump's idea for a new immigration test: ""Those who...support bigotry and hatred will not be admitted.""Awkward. https://t.co/LZoCq7U8NZ",negative
62,765675613034250240,2016-08-16 22:24:26.000000,HillaryClinton,Closely monitoring the flooding in Louisiana &amp; Mississippi. The @RedCross is helping displaced families in need: https://t.co/sSYTbQMndP -H,positive
